epoch,phase,loss,accuracy
0,val,0.6929141879081726,0.515625
0,test,0.6726205945014954,0.6032520532608032
0,val,0.6913774013519287,0.5325203537940979
0,train,0.6870452761650085,0.7083333134651184
1,val,0.6902768611907959,0.5325203537940979
1,train,0.6892735362052917,0.5416666865348816
2,val,0.6892699599266052,0.5325203537940979
2,train,0.6921916604042053,0.4166666567325592
3,val,0.6882917284965515,0.5325203537940979
3,train,0.6858838200569153,0.5833333134651184
4,val,0.6872646808624268,0.5325203537940979
4,train,0.6887996792793274,0.4166666567325592
5,val,0.6862696409225464,0.5325203537940979
5,train,0.6861509680747986,0.5
6,val,0.6853167414665222,0.5325203537940979
6,train,0.6810967922210693,0.5833333134651184
7,val,0.6842313408851624,0.5325203537940979
7,train,0.6930121779441833,0.4166666567325592
8,val,0.6833563446998596,0.6382113695144653
8,train,0.6822596192359924,0.625
9,val,0.6823657155036926,0.6382113695144653
9,train,0.6795349717140198,0.5833333134651184
10,val,0.6814416646957397,0.6747967600822449
10,train,0.6815840601921082,0.7083333134651184
11,val,0.6804713010787964,0.6788617968559265
11,train,0.6842341423034668,0.5
12,val,0.6795446872711182,0.6788617968559265
12,train,0.6867299675941467,0.7083333134651184
13,val,0.6787192225456238,0.6910569071769714
13,train,0.6666970252990723,0.6666666865348816
14,val,0.67769455909729,0.7032520174980164
14,train,0.6706647276878357,0.6666666865348816
15,val,0.6767224073410034,0.7032520174980164
15,train,0.6801979541778564,0.6666666865348816
16,val,0.6758009195327759,0.6991869807243347
16,train,0.6729552149772644,0.7083333134651184
17,val,0.6749023795127869,0.6951219439506531
17,train,0.6825832724571228,0.625
18,val,0.674049437046051,0.6951219439506531
18,train,0.672082245349884,0.7083333134651184
19,val,0.6731628179550171,0.6991869807243347
19,train,0.6579771041870117,0.8333333134651184
20,val,0.6722218990325928,0.6991869807243347
20,train,0.6733282208442688,0.7083333134651184
21,val,0.6714004874229431,0.7032520174980164
21,train,0.6727493405342102,0.75
22,val,0.6705282330513,0.7032520174980164
22,train,0.6788724064826965,0.625
23,val,0.6696884632110596,0.707317054271698
23,train,0.6541531682014465,0.8333333134651184
24,val,0.6688109636306763,0.7032520174980164
24,train,0.6654596328735352,0.7916666865348816
25,val,0.6679571270942688,0.6991869807243347
25,train,0.6784017086029053,0.7083333134651184
26,val,0.667111873626709,0.7032520174980164
26,train,0.6733371615409851,0.6666666865348816
27,val,0.6663569211959839,0.6829268336296082
27,train,0.6656770706176758,0.7916666865348816
28,val,0.6654939651489258,0.6869918704032898
28,train,0.6691670417785645,0.7083333134651184
29,val,0.6646688580513,0.6829268336296082
29,train,0.6851440072059631,0.6666666865348816
30,val,0.6639028191566467,0.6869918704032898
30,train,0.654593825340271,0.875
31,val,0.6631261110305786,0.6951219439506531
31,train,0.6650956869125366,0.75
32,val,0.6623059511184692,0.6910569071769714
32,train,0.6702569127082825,0.7083333134651184
33,val,0.6615464091300964,0.6910569071769714
33,train,0.6796404719352722,0.7083333134651184
34,val,0.6608102917671204,0.6910569071769714
34,train,0.6688728332519531,0.6666666865348816
35,val,0.6600209474563599,0.6910569071769714
35,train,0.6710455417633057,0.7916666865348816
36,val,0.6592905521392822,0.6951219439506531
36,train,0.6655446887016296,0.625
37,val,0.6585044264793396,0.6951219439506531
37,train,0.639896035194397,0.7916666865348816
38,val,0.6577271223068237,0.6951219439506531
38,train,0.6652341485023499,0.625
39,val,0.6569188833236694,0.6910569071769714
39,train,0.6411902904510498,0.75
40,val,0.6562125086784363,0.6951219439506531
40,train,0.6372490525245667,0.75
41,val,0.6553903818130493,0.6951219439506531
41,train,0.65504390001297,0.7083333134651184
42,val,0.654597818851471,0.6951219439506531
42,train,0.6620047092437744,0.6666666865348816
43,val,0.6538516879081726,0.6951219439506531
43,train,0.6356154084205627,0.7916666865348816
44,val,0.6530938148498535,0.6910569071769714
44,train,0.6579726338386536,0.7083333134651184
45,val,0.6524141430854797,0.6951219439506531
45,train,0.6471927762031555,0.75
46,val,0.6516441702842712,0.6951219439506531
46,train,0.6674978137016296,0.625
47,val,0.6509481072425842,0.6951219439506531
47,train,0.6611579060554504,0.6666666865348816
48,val,0.6502569913864136,0.6951219439506531
48,train,0.6522665619850159,0.7083333134651184
49,val,0.6495903730392456,0.6951219439506531
49,train,0.6577818393707275,0.5833333134651184
50,test,0.6495903730392456,0.6951219439506531
0,test,0.6484192609786987,0.73008131980896
0,test,0.6726205945014954,0.6032520532608032
0,test,0.6726205945014954,0.6032520532608032
0,test,0.6484192609786987,0.73008131980896
